,Restaurant_id,Name,Locality,Address,City,Latitude,Longitude,Zip Code,Cuisines,Price Range,Average Cost for two,User Rating,Rating Text,Votes,all_reviews_count
70,16570927,Breizoz French Creperie,Fitzroy,"Corner Gertrude & Brunswick Streets, Fitzroy, Melbourne",Melbourne,-37.8057816968,144.9767872319,3065,"Crepes, Desserts, Cafe Food",3,50,4.6,Excellent,813,227
71,16571254,Donovans,St Kilda,"40 Jacka Boulevard, St Kilda, Melbourne, VIC",Melbourne,-37.8685443628,144.9752047285,3182,Modern Australian,4,190,4.6,Excellent,1181,316
72,16574137,Tsukiji,Prahran,"237 High Street, Prahran, Melbourne, VIC",Melbourne,-37.8521367132,144.9958755076,3181,"Japanese, Sushi",3,60,4.6,Excellent,503,177
73,16571718,Lau's Family Kitchen,St Kilda,"4 Acland Street, St Kilda, Melbourne, VIC",Melbourne,-37.8626445412,144.9744815379,3182,"Asian, Chinese",4,170,4.6,Excellent,905,250
74,16582125,Tuck Shop Take Away,Caulfield,"273 Hawthorn Road, Caulfield North, Melbourne",Melbourne,-37.8799728974,145.0234006718,3161,Burger,2,40,4.6,Excellent,987,378
75,16578365,Ziggy's Eatery,Balaclava,"195 Carlisle Street, Balaclava, Melbourne, VIC",Melbourne,-37.8690022475,144.9934896827,3183,"American, Burger",3,50,4.6,Excellent,768,346
76,16572727,MoVida Next Door,CBD,"164 Flinders Street, CBD, Melbourne",Melbourne,-37.8168001589,144.9692291021,3000,"Spanish, Tapas",3,90,4.6,Excellent,1181,276
77,16571873,The Melbourne Supper Club,CBD,"Level 1, 161 Spring Street, CBD, Melbourne",Melbourne,-37.8108705034,144.9726562947,3000,Modern European,3,90,4.6,Excellent,960,187
78,16571591,Teppanyaki Inn,CBD,"182 Collins Street, CBD, Melbourne",Melbourne,-37.8148928785,144.9675885961,0,"Japanese, Teppanyaki",4,160,4.6,Excellent,460,124
79,16576637,Byblos,"World Trade Centre, Docklands","World Trade Centre, 18-38 Siddeley Street, Docklands, Melbourne",Melbourne,-37.8232923828,144.9535807595,3000,"Mediterranean, Middle Eastern, Lebanese",4,120,4.6,Excellent,653,271
80,16580785,Blu by Australian Seafood Fish & Chippery,Coburg,"146 Gaffney Street, Coburg, Melbourne",Melbourne,-37.7328337482,144.9540950730,3058,"Fish and Chips, Seafood",2,40,4.6,Excellent,599,280
81,16573379,Dandenong Pavilion,Dandenong,"55-61A Princes Highway, Dandenong, Melbourne",Melbourne,-37.9820749677,145.2107063681,3175,"Modern Australian, Burger",4,100,4.6,Excellent,1174,502
82,16580700,Spring Street Grocer,CBD,"157 Spring Street, CBD, Melbourne",Melbourne,-37.8110479735,144.9726968631,3000,"Ice Cream, Cafe Food",1,25,4.6,Excellent,590,181
83,16571132,Cicciolina,St Kilda,"130 Acland Street, St Kilda, Melbourne, VIC",Melbourne,-37.8687029024,144.9799532443,3182,"Italian, Modern Australian",4,120,4.6,Excellent,1361,315
84,16571105,Chez Olivier - Le Bistro,South Yarra,"268 Toorak Road, South Yarra, Melbourne ",Melbourne,-37.8396728239,144.9962878972,3141,French,4,150,4.6,Excellent,748,284
85,16575612,Umberto Espresso Bar,Thornbury,"822 High Street, Thornbury, Melbourne",Melbourne,-37.7533782094,145.0017311052,3071,"Italian, Cafe Food",3,90,4.6,Excellent,694,239
86,16571439,The Grand Richmond,Richmond,"333 Burnley Street, Richmond, Melbourne, VIC",Melbourne,-37.8247253994,145.0075179711,3121,"Italian, Pub Food",4,150,4.6,Excellent,695,310
